Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,analysis_set
GO_Biological_Process_2023,Negative Regulation Of Bone Resorption (GO:0045779),1/9,0.0120868859385031,0.0554381558105446,0,0,95.98557692307692,423.8371981703313,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Protein Dephosphorylation (GO:0006470),2/124,0.0120947557122399,0.0554381558105446,0,0,13.017049180327868,57.47005517001714,UBASH3B;PTPN12,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Growth (GO:0045926),2/124,0.0120947557122399,0.0554381558105446,0,0,13.017049180327868,57.47005517001714,CDKN1A;CDKN1B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Cell Growth (GO:0030308),2/125,0.012281261243523,0.0554381558105446,0,0,12.910569105691057,56.80238113173067,CDKN1A;CDKN1B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cellular Response To Starvation (GO:0009267),2/126,0.0124690343686613,0.0554381558105446,0,0,12.805806451612904,56.14714749813074,CDKN1A;MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Protein Homooligomerization (GO:0051260),2/129,0.0130399243931604,0.0554381558105446,0,0,12.501417322834646,54.252894819055925,ZBTB1;SAMD1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Steroid Hormone Mediated Signaling Pathway (GO:0043401),1/10,0.0134211618656948,0.0554381558105446,0,0,85.31623931623932,367.7917019980768,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Glycolytic Process (GO:0045820),1/10,0.0134211618656948,0.0554381558105446,0,0,85.31623931623932,367.7917019980768,CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Notch Signaling Involved In Heart Development (GO:0061314),1/10,0.0134211618656948,0.0554381558105446,0,0,85.31623931623932,367.7917019980768,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Steroid Biosynthetic Process (GO:0010894),1/10,0.0134211618656948,0.0554381558105446,0,0,85.31623931623932,367.7917019980768,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Circulatory System Development (GO:0072359),2/132,0.0136220973098662,0.0554381558105446,0,0,12.211076923076924,52.45954358014316,CDKN1A;CDKN1B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),4/705,0.0140943056253391,0.0554381558105446,0,0,4.781244185325312,20.377588223819536,FOXA1;STIL;FOXL2;IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cellular Response To Metal Ion (GO:0071248),2/135,0.0142154596081223,0.0554381558105446,0,0,11.933834586466164,50.75967278403074,CDKN1B;MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,DNA Damage Response (GO:0006974),3/384,0.0145990763200208,0.0554381558105446,0,0,6.427821522309712,27.16909684287123,CDKN1A;ZBTB1;MAP2K6,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Cellular Biosynthetic Process (GO:0031327),2/137,0.0146172048520832,0.0554381558105446,0,0,11.755851851851853,49.67501067481879,CDKN1A;SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,MAP2K6,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cytoplasmic Transport (GO:1903649),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070302),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0010642),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,PTPN12,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of T Cell Mediated Immunity (GO:0002709),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Bone Remodeling (GO:0046851),1/11,0.014753702756032,0.0554381558105446,0,0,76.78076923076924,323.7277777065472,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Mesoderm Morphogenesis (GO:0048332),1/12,0.0160845107297618,0.0598343799147139,0,0,69.7972027972028,288.2553656873905,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Protein Phosphorylation (GO:0001933),2/149,0.017129713787314,0.0611118368430615,0,0,10.78965986394558,43.88090657070929,CDKN1A;UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Macrophage Chemotaxis (GO:0010759),1/13,0.0174135879176465,0.0611118368430615,0,0,63.9775641025641,259.14140891073174,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Thymus Development (GO:0048538),1/13,0.0174135879176465,0.0611118368430615,0,0,63.9775641025641,259.14140891073174,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of ERBB Signaling Pathway (GO:1901184),1/13,0.0174135879176465,0.0611118368430615,0,0,63.9775641025641,259.14140891073174,PTPN12,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043518)",1/13,0.0174135879176465,0.0611118368430615,0,0,63.9775641025641,259.14140891073174,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Lipid Oxidation (GO:0034440),1/13,0.0174135879176465,0.0611118368430615,0,0,63.9775641025641,259.14140891073174,SAMD1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002824),1/14,0.0187409364492418,0.0651554052254017,0,0,59.05325443786983,234.8574522333829,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Protein Localization To Microtubule Organizing Center (GO:1905508),1/15,0.020066558464378,0.0672203629583002,0,0,54.832417582417584,214.3235039145759,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),1/15,0.020066558464378,0.0672203629583002,0,0,54.832417582417584,214.3235039145759,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Bicellular Tight Junction Assembly (GO:2000810),1/15,0.020066558464378,0.0672203629583002,0,0,54.832417582417584,214.3235039145759,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cytokine Production (GO:0001817),2/167,0.0212167830938652,0.0672203629583002,0,0,9.603878787878788,37.00338727445121,ZBTB25;ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cell Surface Receptor Signaling Pathway Involved In Heart Development (GO:0061311),1/16,0.0213904560937906,0.0672203629583002,0,0,51.174358974358974,196.7557093049865,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Golgi Organization (GO:1903358),1/16,0.0213904560937906,0.0672203629583002,0,0,51.174358974358974,196.7557093049865,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Apoptotic Nuclear Changes (GO:0030262),1/16,0.0213904560937906,0.0672203629583002,0,0,51.174358974358974,196.7557093049865,FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Telomere Capping (GO:1904355),1/16,0.0213904560937906,0.0672203629583002,0,0,51.174358974358974,196.7557093049865,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Activation (GO:0032814),1/16,0.0213904560937906,0.0672203629583002,0,0,51.174358974358974,196.7557093049865,PRDM1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Heart Development (GO:0007507),2/171,0.0221752462511888,0.0672203629583002,0,0,9.374674556213018,35.70606026240438,CDKN1A;CDKN1B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cellular Respiration (GO:0043457),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Protein Localization To Centrosome (GO:0071539),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Leukocyte Proliferation (GO:0070665),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,SAMD1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Androgen Receptor Signaling Pathway (GO:0030521),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Aerobic Respiration (GO:1903715),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Neural Tube Development (GO:0021915),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Embryonic Axis Specification (GO:0000578),1/17,0.0227126314766075,0.0672203629583002,0,0,47.97355769230769,181.5719549673859,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Macrophage Migration (GO:1905523),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Activation (GO:0032816),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Lymphocyte Activation (GO:0051249),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Lymphocyte Proliferation (GO:0050670),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of ERBB Signaling Pathway (GO:1901185),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,PTPN12,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cell Cycle G2/M Phase Transition (GO:1902749),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047),1/18,0.0240330867565966,0.0672203629583002,0,0,45.14932126696833,168.33128827465845,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cardiac Epithelial To Mesenchymal Transition (GO:0060317),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,DNA Catabolic Process (GO:0006308),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Mesoderm Development (GO:0007498),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Granulocyte Chemotaxis (GO:0071622),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of B Cell Differentiation (GO:0045577),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Dopaminergic Neuron Differentiation (GO:0071542),1/19,0.0253518240632961,0.0673634182253296,0,0,42.638888888888886,156.69384876205734,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Mesoderm Formation (GO:0001707),1/20,0.0266688455361458,0.0688945176350434,0,0,40.392712550607285,146.39366123411943,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Spindle Organization (GO:0090224),1/20,0.0266688455361458,0.0688945176350434,0,0,40.392712550607285,146.39366123411943,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Macrophage Chemotaxis (GO:0010758),1/20,0.0266688455361458,0.0688945176350434,0,0,40.392712550607285,146.39366123411943,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),1/20,0.0266688455361458,0.0688945176350434,0,0,40.392712550607285,146.39366123411943,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Response To Cadmium Ion (GO:0046686),1/21,0.0279841533165139,0.0717938278189186,0,0,38.371153846153845,137.21973105106596,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cellular Response To Cadmium Ion (GO:0071276),1/22,0.0292977495261991,0.0726584188249738,0,0,36.54212454212454,129.00263688319484,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Telomere Capping (GO:1904353),1/22,0.0292977495261991,0.0726584188249738,0,0,36.54212454212454,129.00263688319484,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Mononuclear Cell Migration (GO:0071675),1/22,0.0292977495261991,0.0726584188249738,0,0,36.54212454212454,129.00263688319484,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Cell Communication (GO:0010648),1/22,0.0292977495261991,0.0726584188249738,0,0,36.54212454212454,129.00263688319484,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Postreplication Repair (GO:0006301),1/22,0.0292977495261991,0.0726584188249738,0,0,36.54212454212454,129.00263688319484,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Translesion Synthesis (GO:0019985),1/23,0.0306096363049701,0.0739401604249928,0,0,34.87937062937063,121.60484715637172,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Neuron Differentiation (GO:0045665),1/23,0.0306096363049701,0.0739401604249928,0,0,34.87937062937063,121.60484715637172,DLX2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),1/23,0.0306096363049701,0.0739401604249928,0,0,34.87937062937063,121.60484715637172,MAP2K6,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cell Junction Assembly (GO:1901888),1/23,0.0306096363049701,0.0739401604249928,0,0,34.87937062937063,121.60484715637172,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,ERK1 And ERK2 Cascade (GO:0070371),1/24,0.0319198157870248,0.075152984004894,0,0,33.36120401337793,114.91361059553886,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),1/24,0.0319198157870248,0.075152984004894,0,0,33.36120401337793,114.91361059553886,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903846),1/24,0.0319198157870248,0.075152984004894,0,0,33.36120401337793,114.91361059553886,CDKN1C,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),1/24,0.0319198157870248,0.075152984004894,0,0,33.36120401337793,114.91361059553886,CDKN1C,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),1/25,0.0332282900970065,0.0763019994820149,0,0,31.96955128205128,108.83565874121032,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cellular Response To Steroid Hormone Stimulus (GO:0071383),1/25,0.0332282900970065,0.0763019994820149,0,0,31.96955128205128,108.83565874121032,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of B Cell Activation (GO:0050864),1/25,0.0332282900970065,0.0763019994820149,0,0,31.96955128205128,108.83565874121032,IKZF3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033146),1/25,0.0332282900970065,0.0763019994820149,0,0,31.96955128205128,108.83565874121032,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Camera-Type Eye Development (GO:0043010),1/26,0.0345350613606546,0.078816213657445,0,0,30.689230769230768,103.29320526635196,FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),3/537,0.0349199109749884,0.0792085785530226,0,0,4.550327715355805,15.264975729309493,CDKN1A;CDKN1B;CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,DNA Synthesis Involved In DNA Repair (GO:0000731),1/27,0.0358401317118484,0.0793602916476643,0,0,29.507396449704142,98.22088743474232,ZBTB1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Cellular Response To Epidermal Growth Factor Stimulus (GO:0071364),1/27,0.0358401317118484,0.0793602916476643,0,0,29.507396449704142,98.22088743474232,PTPN12,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Mitotic Cell Cycle (GO:0045931),1/27,0.0358401317118484,0.0793602916476643,0,0,29.507396449704142,98.22088743474232,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,In Utero Embryonic Development (GO:0001701),1/27,0.0358401317118484,0.0793602916476643,0,0,29.507396449704142,98.22088743474232,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,SNAI1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Signaling (GO:0023057),1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Determination Of Bilateral Symmetry (GO:0009855),1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Bone Resorption (GO:0045124),1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Primary Neural Tube Formation (GO:0014020),1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Fibroblast Proliferation (GO:0048146),1/28,0.0371435032676452,0.0794102483653104,0,0,28.413105413105413,93.56340148780022,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Cell Growth (GO:0001558),2/227,0.0373731833766185,0.0794447098062977,0,0,7.021511111111111,23.078315736199432,CDKN1A;CDKN1B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),3/557,0.0382905713800138,0.0803461026451202,0,0,4.381543321299639,14.29501113468579,CDKN1C;SNAI1;FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Spindle Assembly (GO:0090169),1/29,0.0384451781473962,0.0803461026451202,0,0,27.396978021978025,89.27365552728025,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Tube Closure (GO:0060606),1/29,0.0384451781473962,0.0803461026451202,0,0,27.396978021978025,89.27365552728025,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),1/30,0.0397451584744871,0.0812373568819188,0,0,26.450928381962864,85.31131290182489,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),1/30,0.0397451584744871,0.0812373568819188,0,0,26.450928381962864,85.31131290182489,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Carbohydrate Metabolic Process (GO:0045912),1/30,0.0397451584744871,0.0812373568819188,0,0,26.450928381962864,85.31131290182489,CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Embryonic Skeletal System Morphogenesis (GO:0048704),1/30,0.0397451584744871,0.0812373568819188,0,0,26.450928381962864,85.31131290182489,HOXB9,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of Centrosome Duplication (GO:0010824),1/31,0.0410434463585474,0.0820868927170948,0,0,25.56794871794872,81.6416333934617,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:1900087),1/31,0.0410434463585474,0.0820868927170948,0,0,25.56794871794872,81.6416333934617,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Response To Estradiol (GO:0032355),1/31,0.0410434463585474,0.0820868927170948,0,0,25.56794871794872,81.6416333934617,FOXA1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),1/31,0.0410434463585474,0.0820868927170948,0,0,25.56794871794872,81.6416333934617,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),1/32,0.0423400439315086,0.0828973491711643,0,0,24.741935483870968,78.2345437210345,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Neural Tube Closure (GO:0001843),1/32,0.0423400439315086,0.0828973491711643,0,0,24.741935483870968,78.2345437210345,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),1/32,0.0423400439315086,0.0828973491711643,0,0,24.741935483870968,78.2345437210345,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Left/Right Pattern Formation (GO:0060972),1/32,0.0423400439315086,0.0828973491711643,0,0,24.741935483870968,78.2345437210345,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Programmed Cell Death (GO:0043068),2/245,0.042911297372625,0.083575929961343,0,0,6.495473251028806,20.451777934027604,FOXA1;FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Small Molecule Metabolic Process (GO:0062014),1/33,0.0436349532899167,0.084104676807508,0,0,23.96754807692308,75.0638863791398,CBFA2T3,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Telomerase Activity (GO:0051973),1/33,0.0436349532899167,0.084104676807508,0,0,23.96754807692308,75.0638863791398,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of DNA Biosynthetic Process (GO:2000278),1/34,0.0449281765490304,0.0852718452869352,0,0,23.24009324009324,72.10680817166444,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Embryonic Skeletal System Development (GO:0048706),1/34,0.0449281765490304,0.0852718452869352,0,0,23.24009324009324,72.10680817166444,HOXB9,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Smoothened Signaling Pathway (GO:0007224),1/34,0.0449281765490304,0.0852718452869352,0,0,23.24009324009324,72.10680817166444,STIL,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Platelet Aggregation (GO:0070527),1/35,0.046219715818065,0.0855409665886576,0,0,22.555429864253394,69.34325924679375,UBASH3B,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),1/35,0.046219715818065,0.0855409665886576,0,0,22.555429864253394,69.34325924679375,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),1/35,0.046219715818065,0.0855409665886576,0,0,22.555429864253394,69.34325924679375,MAPK1,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),1/35,0.046219715818065,0.0855409665886576,0,0,22.555429864253394,69.34325924679375,CDKN1A,GO_Biological_Process_2023,lps_hybrid_sender
GO_Biological_Process_2023,Skeletal Muscle Organ Development (GO:0060538),1/35,0.046219715818065,0.0855409665886576,0,0,22.555429864253394,69.34325924679375,FOXL2,GO_Biological_Process_2023,lps_hybrid_sender
