Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,analysis_set
MSigDB_Hallmark_2020,PI3K/AKT/mTOR  Signaling,4/105,1.146919517943213e-05,0.000263791489126939,0,0,34.21782178217822,389.2566640939646,CDKN1A;CDKN1B;MAPK1;MAP2K6,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,TNF-alpha Signaling via NF-kB,4/200,0.00014220084233688404,0.0010902064579161,0,0,17.54835847382431,155.44809947118517,CDKN1A;ZBTB10;FOSB;ETS2,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Hypoxia,4/200,0.00014220084233688404,0.0010902064579161,0,0,17.54835847382431,155.44809947118517,CDKN1C;CDKN1A;CDKN1B;HOXB9,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,G2-M Checkpoint,3/200,0.0024141059150854,0.0111048872093928,0,0,12.548223350253808,75.62094298941223,PLK4;STIL;CDKN1B,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,E2F Targets,3/200,0.0024141059150854,0.0111048872093928,0,0,12.548223350253808,75.62094298941223,PLK4;CDKN1A;CDKN1B,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,UV Response Up,2/158,0.0191264443639075,0.0650996642091988,0,0,10.162564102564104,40.21004848102547,CDKN1C;FOSB,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Apoptosis,2/161,0.0198129412810605,0.0650996642091988,0,0,9.969308176100627,39.09384401662965,CDKN1A;CDKN1B,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Estrogen Response Late,2/200,0.0296442334084981,0.0852271710494323,0,0,7.98989898989899,28.11236101024157,PLK4;STIL,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Hedgehog Signaling,1/36,0.0475095732087328,0.1214133537556505,0,0,21.90989010989011,66.75558005419848,ETS2,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,TGF-beta Signaling,1/54,0.0704417901623858,0.1577907697389409,0,0,14.455732946298983,38.35060533159885,CDKN1C,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Myc Targets V2,1/58,0.0754651507447108,0.1577907697389409,0,0,13.43859649122807,34.726466325654,PLK4,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Protein Secretion,1/96,0.1219013753793836,0.2240848286896163,0,0,8.047773279352226,16.936884596393483,MAPK1,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Androgen Response,1/100,0.1266566423028266,0.2240848286896163,0,0,7.721056721056721,15.953830010816358,ZBTB10,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,UV Response Dn,1/144,0.1773546654788057,0.2377920775242915,0,0,5.3335126412049485,9.22486368618758,CDKN1B,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,IL-2/STAT5 Signaling,1/199,0.2367513379608439,0.2377920775242915,0,0,3.8412975912975913,5.534329897012579,CDKN1C,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Xenobiotic Metabolism,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,ETS2,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,p53 Pathway,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CDKN1A,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Estrogen Response Early,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CBFA2T3,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Myogenesis,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CDKN1A,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,KRAS Signaling Up,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,PRDM1,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Interferon Gamma Response,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CDKN1A,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,mTORC1 Signaling,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CDKN1A,MSigDB_Hallmark_2020,ifn_hybrid_sender
MSigDB_Hallmark_2020,Inflammatory Response,1/200,0.2377920775242915,0.2377920775242915,0,0,3.821801314263626,5.489477227235043,CDKN1A,MSigDB_Hallmark_2020,ifn_hybrid_sender
Reactome_2022,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,3/17,1.4731568722521896e-06,0.0002857616033778565,0,0,178.20535714285714,2392.9598779783223,CDKN1C;CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cellular Senescence R-HSA-2559583,5/165,2.506680731384706e-06,0.0002857616033778565,0,0,28.14346590909091,362.9536461647033,CDKN1A;CDKN1B;MAPK1;ETS2;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,3/36,1.520626668798976e-05,0.0010222447654398,0,0,75.53030303030303,837.9182972858675,CDKN1C;CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Diseases Of Mitotic Cell Cycle R-HSA-9675126,3/38,1.7934118691927012e-05,0.0010222447654398,0,0,71.20714285714286,778.2090207052221,CDKN1C;CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cyclin D Associated Events In G1 R-HSA-69231,3/47,3.41937023177214e-05,0.001559232825688,0,0,56.61647727272727,582.213793090764,CDKN1C;CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,ESR-mediated Signaling R-HSA-8939211,4/188,0.00011203936473697428,0.004257495860005,0,0,18.704158790170133,170.14537829161725,FOXA1;CDKN1B;MAPK1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,AKT Phosphorylates Targets In Cytosol R-HSA-198323,2/14,0.0001581177517279993,0.0044207697880012,0,0,133.07333333333332,1164.680507447672,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,2/14,0.0001581177517279993,0.0044207697880012,0,0,133.07333333333332,1164.680507447672,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,3/81,0.00017450407057899528,0.0044207697880012,0,0,31.88301282051282,275.90164379563345,CDKN1A;CDKN1B;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,FOXO-mediated Transcription Of Cell Cycle Genes R-HSA-9617828,2/17,0.0002357187816910066,0.0053743882225549,0,0,106.44266666666668,889.1018706375095,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By Nuclear Receptors R-HSA-9006931,4/260,0.0003870062791203877,0.0080215846944953,0,0,13.394701086956522,105.24309924651575,FOXA1;CDKN1B;MAPK1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,PIP3 Activates AKT Signaling R-HSA-1257604,4/268,0.0004339763919117988,0.0082455514463241,0,0,12.983530961791832,100.52525361952496,CDKN1A;CDKN1B;SNAI1;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,2/24,0.0004755925151574023,0.0083411610350682,0,0,72.5490909090909,555.0694040425329,CDKN1B;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,2/26,0.0005590963824391395,0.0091052839425802,0,0,66.49666666666667,498.0060832764494,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,"Cell Cycle, Mitotic R-HSA-69278",5/523,0.0006012935487175081,0.0091396619405061,0,0,8.535889785889786,63.30580611355925,CDKN1C;PLK4;CDKN1A;CDKN1B;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Intracellular Signaling By Second Messengers R-HSA-9006925,4/306,0.0007142201830198358,0.0101776376080326,0,0,11.327958537287648,82.06334824875711,CDKN1A;CDKN1B;SNAI1;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Oncogene Induced Senescence R-HSA-2559585,2/33,0.000903043260938429,0.0121114037349389,0,0,51.46322580645161,360.7438374913855,MAPK1;ETS2,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Mitotic G1 Phase And G1/S Transition R-HSA-453279,3/147,0.0009997586830523557,0.0126636099853298,0,0,17.21267361111111,118.90509121366688,CDKN1C;CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,4/354,0.0012272278790211,0.0147267345482536,0,0,9.75055900621118,65.35797176491633,CDKN1A;CDKN1B;PRDM1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cell Cycle R-HSA-1640170,5/654,0.0016349891404674,0.0186388762013293,0,0,6.767054209273008,43.41822587498803,CDKN1C;PLK4;CDKN1A;CDKN1B;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,2/49,0.0019847485989451,0.0215486990742616,0,0,33.91659574468085,211.03797957730015,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cytokine Signaling In Immune System R-HSA-1280215,5/702,0.0022308255933891,0.0231194652405785,0,0,6.285378896569714,38.374648862647135,CDKN1A;CDKN1B;MAPK1;PTPN12;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,4/424,0.0023746747243766,0.0232206069965779,0,0,8.09648033126294,48.92617896522132,CDKN1A;CDKN1B;MAPK1;PTPN12,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,5/722,0.0025211145375311,0.0232206069965779,0,0,6.103714974007861,36.51885750129623,CDKN1A;CDKN1B;MAPK1;ETS2;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,5/736,0.0027401707794376,0.0232206069965779,0,0,5.982464867553787,35.294957558387175,CDKN1A;CDKN1B;MAPK1;ETS2;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,SCF(Skp2)-mediated Degradation Of P27/P21 R-HSA-187577,2/59,0.0028637869058653,0.0232206069965779,0,0,27.952280701754383,163.6776666159437,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By Interleukins R-HSA-449147,4/453,0.0030153141043342,0.0232206069965779,0,0,7.562312385010167,43.89204883023987,CDKN1A;MAPK1;PTPN12;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Regulation Of PTEN Gene Transcription R-HSA-8943724,2/61,0.0030578808122235,0.0232206069965779,0,0,27.002033898305086,156.34267133360504,SNAI1;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,DNA Damage/Telomere Stress Induced Senescence R-HSA-2559586,2/61,0.0030578808122235,0.0232206069965779,0,0,27.002033898305086,156.34267133360504,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,2/61,0.0030578808122235,0.0232206069965779,0,0,27.002033898305086,156.34267133360504,MAPK1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MAP Kinase Activation R-HSA-450294,2/62,0.0031571877933943,0.0232206069965779,0,0,26.550666666666668,152.8806924349947,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,FOXO-mediated Transcription R-HSA-9614085,2/65,0.0034641016482661,0.0239337932062027,0,0,25.28253968253968,143.23322122601706,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,p53-Dependent G1 DNA Damage Response R-HSA-69563,2/65,0.0034641016482661,0.0239337932062027,0,0,25.28253968253968,143.23322122601706,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,G1/S DNA Damage Checkpoints R-HSA-69615,2/67,0.0036761657907123,0.024651935302424,0,0,24.50215384615385,137.35625609293805,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Interleukin-17 Signaling R-HSA-448424,2/69,0.0038941574168243,0.0253676540295984,0,0,23.768358208955224,131.87345769588663,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By Receptor Tyrosine Kinases R-HSA-9006934,4/496,0.0041703683767014,0.0264123330524427,0,0,6.8861788617886175,37.73454486596819,MAPK1;FOSB;PRDM1;PTPN12,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Extra-nuclear Estrogen Signaling R-HSA-9009391,2/73,0.0043477988074705,0.026791841300089,0,0,22.424788732394365,121.94792031249216,CDKN1B;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cyclin E Associated Events During G1/S Transition R-HSA-69202,2/82,0.0054534478882884,0.0327206873297308,0,0,19.893,103.67251333208752,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,2/84,0.0057149119525658,0.0334102544919233,0,0,19.405853658536586,100.2249541836756,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,TFAP2 (AP-2) Family Regulates Transcription Of Cell Cycle Factors R-HSA-8866911,1/5,0.0067323898885916,0.0374386559658267,0,0,192.0096153846154,960.2065018708712,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Estrogen-stimulated Signaling Thru PRKCZ R-HSA-9634635,1/5,0.0067323898885916,0.0374386559658267,0,0,192.0096153846154,960.2065018708712,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Oxidative Stress Induced Senescence R-HSA-2559580,2/93,0.0069611911839572,0.0377893235700538,0,0,17.478681318681318,86.82368324560464,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,2/96,0.0074016453659445,0.0383248478972906,0,0,16.918297872340425,83.0020652995721,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Suppression Of Apoptosis R-HSA-9635465,1/6,0.0080736268908127,0.0383248478972906,0,0,153.6,740.2218192098322,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,PTK6 Regulates Cell Cycle R-HSA-8849470,1/6,0.0080736268908127,0.0383248478972906,0,0,153.6,740.2218192098322,CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499,1/6,0.0080736268908127,0.0383248478972906,0,0,153.6,740.2218192098322,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,2/101,0.0081631238348092,0.0383248478972906,0,0,16.05979797979798,77.21757012849274,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,2/102,0.0083194946400707,0.0383248478972906,0,0,15.8984,76.13988223925524,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,2/103,0.0084772152709035,0.0383248478972906,0,0,15.74019801980198,75.08661991351026,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,2/103,0.0084772152709035,0.0383248478972906,0,0,15.74019801980198,75.08661991351026,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,2/105,0.0087966914184125,0.0383248478972906,0,0,15.433009708737863,73.05029337402432,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,2/106,0.0089584396588002,0.0383248478972906,0,0,15.283846153846154,72.06576799296013,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MyD88-independent TLR4 Cascade R-HSA-166166,2/107,0.0091215231704069,0.0383248478972906,0,0,15.13752380952381,71.10274274453707,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,RSK Activation R-HSA-444257,1/7,0.0094131205361766,0.0383248478972906,0,0,127.99358974358974,597.1733894173036,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,RUNX3 Regulates CDKN1A Transcription R-HSA-8941855,1/7,0.0094131205361766,0.0383248478972906,0,0,127.99358974358974,597.1733894173036,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By MAPK Mutants R-HSA-9652817,1/7,0.0094131205361766,0.0383248478972906,0,0,127.99358974358974,597.1733894173036,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,2/112,0.0099568432620736,0.0398273730482947,0,0,14.44581818181818,66.58792955733377,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By NTRK1 (TRKA) R-HSA-187037,2/114,0.0103001919485613,0.0404904097288274,0,0,14.186428571428571,64.91131969339969,MAPK1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Transcriptional Regulation By RUNX2 R-HSA-8878166,2/119,0.011181364808743,0.0424891862732234,0,0,13.576752136752138,61.00722727167953,CDKN1A;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Estrogen-dependent Gene Expression R-HSA-9018519,2/119,0.011181364808743,0.0424891862732234,0,0,13.576752136752138,61.00722727167953,FOXA1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,PI5P Regulates TP53 Acetylation R-HSA-6811555,1/9,0.0120868859385031,0.0437441998119647,0,0,95.98557692307692,423.8371981703313,MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,MAPK1 (ERK2) Activation R-HSA-112411,1/9,0.0120868859385031,0.0437441998119647,0,0,95.98557692307692,423.8371981703313,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,G1/S Transition R-HSA-69206,2/129,0.0130399243931604,0.0437441998119647,0,0,12.501417322834646,54.252894819055925,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Developmental Biology R-HSA-1266738,5/1073,0.0132565306051133,0.0437441998119647,0,0,4.023025195778005,17.39260391084597,CDKN1A;MAPK1;FOXL2;FOXA3;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Activation Of AP-1 Family Of Transcription Factors R-HSA-450341,1/10,0.0134211618656948,0.0437441998119647,0,0,85.31623931623932,367.7917019980768,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,1/10,0.0134211618656948,0.0437441998119647,0,0,85.31623931623932,367.7917019980768,PTPN12,Reactome_2022,ifn_hybrid_sender
Reactome_2022,STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898,1/10,0.0134211618656948,0.0437441998119647,0,0,85.31623931623932,367.7917019980768,PRDM1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,1/10,0.0134211618656948,0.0437441998119647,0,0,85.31623931623932,367.7917019980768,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signal Attenuation R-HSA-74749,1/10,0.0134211618656948,0.0437441998119647,0,0,85.31623931623932,367.7917019980768,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signal Transduction R-HSA-162582,8/2465,0.0134571476132653,0.0437441998119647,0,0,3.0016922648501594,12.932025370481844,FOXA1;CDKN1A;CDKN1B;SNAI1;MAPK1;FOSB;PRDM1;PTPN12,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By NTRKs R-HSA-166520,2/132,0.0136220973098662,0.0437441998119647,0,0,12.211076923076924,52.45954358014316,MAPK1;FOSB,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Formation Of Apoptosome R-HSA-111458,1/11,0.014753702756032,0.0460800579229493,0,0,76.78076923076924,323.7277777065472,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Uptake And Function Of Anthrax Toxins R-HSA-5210891,1/11,0.014753702756032,0.0460800579229493,0,0,76.78076923076924,323.7277777065472,MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,PTEN Regulation R-HSA-6807070,2/139,0.0150238543897624,0.046289713525214,0,0,11.583065693430656,48.62705397732546,SNAI1;MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,2/140,0.0152290097279971,0.0462961895731112,0,0,11.49855072463768,48.11629648655324,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Frs2-mediated Activation R-HSA-170968,1/12,0.0160845107297618,0.0482535321892854,0,0,69.7972027972028,288.2553656873905,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415,1/13,0.0174135879176465,0.0496287255652927,0,0,63.9775641025641,259.14140891073174,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Transcriptional Regulation Of Testis Differentiation R-HSA-9690406,1/13,0.0174135879176465,0.0496287255652927,0,0,63.9775641025641,259.14140891073174,FOXL2,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Cytochrome C-Mediated Apoptotic Response R-HSA-111461,1/13,0.0174135879176465,0.0496287255652927,0,0,63.9775641025641,259.14140891073174,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,ERKs Are Inactivated R-HSA-202670,1/13,0.0174135879176465,0.0496287255652927,0,0,63.9775641025641,259.14140891073174,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Interleukin-1 Family Signaling R-HSA-446652,2/152,0.0177847413009564,0.050060753291581,0,0,10.572266666666666,42.60004375451713,PTPN12;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Golgi Cisternae Pericentriolar Stack Reorganization R-HSA-162658,1/14,0.0187409364492418,0.0512997798888803,0,0,59.05325443786983,234.8574522333829,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Prolonged ERK Activation Events R-HSA-169893,1/14,0.0187409364492418,0.0512997798888803,0,0,59.05325443786983,234.8574522333829,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Regulation Of TP53 Activity R-HSA-5633007,2/157,0.0188999189064296,0.0512997798888803,0,0,10.228645161290322,40.593377125138254,PRDM1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,S Phase R-HSA-69242,2/161,0.0198129412810605,0.0514064643806539,0,0,9.969308176100627,39.09384401662965,CDKN1A;CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Generic Transcription Pathway R-HSA-212436,5/1190,0.0199677489416189,0.0514064643806539,0,0,3.60337552742616,14.102303284232912,CDKN1A;CDKN1B;MAPK1;PRDM1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Toll-like Receptor Cascades R-HSA-168898,2/162,0.0200440695062822,0.0514064643806539,0,0,9.9065,38.73265118933643,MAPK1;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By Activin R-HSA-1502540,1/15,0.020066558464378,0.0514064643806539,0,0,54.832417582417584,214.3235039145759,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648,1/15,0.020066558464378,0.0514064643806539,0,0,54.832417582417584,214.3235039145759,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Spry Regulation Of FGF Signaling R-HSA-1295596,1/16,0.0213904560937906,0.054189155437603,0,0,51.174358974358974,196.7557093049865,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,1/17,0.0227126314766075,0.0562878258333317,0,0,47.97355769230769,181.5719549673859,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Gastrin-CREB Signaling Pathway Via PKC And MAPK R-HSA-881907,1/17,0.0227126314766075,0.0562878258333317,0,0,47.97355769230769,181.5719549673859,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signaling By FLT3 Fusion Proteins R-HSA-9703465,1/18,0.0240330867565966,0.0585069407941631,0,0,45.14932126696833,168.33128827465845,CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,G2/M Transition R-HSA-69275,2/182,0.0249022593170995,0.0585069407941631,0,0,8.796888888888889,32.48512264622936,PLK4;CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,RHO GTPases Activate CIT R-HSA-5625900,1/19,0.0253518240632961,0.0585069407941631,0,0,42.638888888888886,156.69384876205734,CDKN1B,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302,1/19,0.0253518240632961,0.0585069407941631,0,0,42.638888888888886,156.69384876205734,MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,SUMOylation Of Transcription Factors R-HSA-3232118,1/19,0.0253518240632961,0.0585069407941631,0,0,42.638888888888886,156.69384876205734,FOXL2,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371,1/19,0.0253518240632961,0.0585069407941631,0,0,42.638888888888886,156.69384876205734,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Mitotic G2-G2/M Phases R-HSA-453274,2/184,0.0254122227795474,0.0585069407941631,0,0,8.69934065934066,31.94854613245361,PLK4;CDKN1A,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Disease R-HSA-1643685,6/1736,0.0256609389448083,0.0585069407941631,0,0,3.012881915772089,11.035539678178962,CDKN1C;CDKN1A;CDKN1B;MAPK1;PTPN12;MAP2K6,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Apoptotic Factor-Mediated Response R-HSA-111471,1/20,0.0266688455361458,0.059033949342148,0,0,40.392712550607285,146.39366123411943,MAPK1,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Regulation Of Gene Expression In Beta Cells R-HSA-210745,1/20,0.0266688455361458,0.059033949342148,0,0,40.392712550607285,146.39366123411943,FOXA3,Reactome_2022,ifn_hybrid_sender
Reactome_2022,Signal Transduction By L1 R-HSA-445144,1/20,0.0266688455361458,0.059033949342148,0,0,40.392712550607285,146.39366123411943,MAPK1,Reactome_2022,ifn_hybrid_sender
